latent_fingerprint,impression,removed_minutiae,d_minimum_rate,d_second_minimum_rate,d_third_minimum_rate,d_maximum_rate,d_second_maximum_rate,d_third_maximum_rate,d_median_rate,d_variance_rate,a_minimum_rate,a_second_minimum_rate,a_third_minimum_rate,a_maximum_rate,a_second_maximum_rate,a_third_maximum_rate,a_median_rate,a_variance_rate,b_minimum_rate,b_second_minimum_rate,b_third_minimum_rate,b_maximum_rate,b_second_maximum_rate,b_third_maximum_rate,b_median_rate,b_variance_rate,minimum_distance_to_centroid_rate,second_minimum_distance_to_centroid_rate,third_minimum_distance_to_centroid_rate,maximum_distance_to_centroid_rate,second_maximum_distance_to_centroid_rate,third_maximum_distance_to_centroid_rate,median_distances_to_centroid_rate,variance_distances_to_centroid_rate,convex_hull_minimum_distance_rate,convex_hull_maximum_distance_rate,convex_hull_median_distance_rate,convex_hull_variance_distance_rate,convex_hull_minutiae_number_rate,convex_hull_minutiae_number_inside_rate,convex_hull_area_rate,convex_hull_perimeter_rate,minimum_spanning_tree_total_cost_rate,minimum_spanning_tree_variance_rate,minimum_spanning_tree_median_rate,minimum_spanning_tree_minimum_cost_rate,minimum_spanning_tree_second_minimum_cost_rate,minimum_spanning_tree_third_minimum_cost_rate,minimum_spanning_tree_maximum_cost_rate,minimum_spanning_tree_second_maximum_cost_rate,minimum_spanning_tree_third_maximum_cost_rate,target_score_change
B102X0I_1_1.xml,B102X0I_1.xml,"(10,)",0.0,0.0,0.0,0.0,0.0,0.0,-1.970775,-76.3334,-0.8558294,-0.23387346,-1.0153692,0.0,0.0,0.0,1.2358694,-106.79067,0.0,0.0,0.0,1.0,1.0,0.0,-0.5,6.7064085,-3.5159583,-0.47091004,0.70623875,2.43015,2.806874,3.1335106,-3.8955598,-12.996699,0.0,-10.87755,-17.393871,-294.17886,1.0,0.0,501.5,1.4667759,34.058773,-15.165061,0.42701802,0.0,0.0,0.0,0.0,0.0,0.0,0.14633451
B102X0I_1_1.xml,B102X0I_1.xml,"(11,)",0.0,0.0,0.0,0.0,0.0,0.0,2.137015,-234.04248,-0.8558294,-0.23387346,-1.0153692,0.0,0.0,0.0,-1.3800842,-220.38843,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-15.302242,-1.8231304,2.910392,3.2359498,-1.3914617,-0.9173428,-0.3827043,-0.41141102,-80.829765,0.0,0.0,-17.393871,-95.10329,1.0,0.0,381.0,1.2921482,24.839485,-12.732166,-1.1854211,0.0,0.0,0.0,0.0,0.0,0.0,0.1172639
B102X0I_1_1.xml,B102X0I_1.xml,"(12,)",0.0,0.0,0.0,0.0,0.0,0.0,-1.3187153,-221.02618,0.0,0.0,0.0,0.0,0.0,0.0,-3.8297532,-145.14752,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-22.300512,-0.37508425,2.460239,2.342391,-1.8780645,-1.6082633,-1.2768745,0.526171,-59.39331,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,15.204654,-20.762848,-2.7794585,0.0,0.0,0.0,0.0,-0.71268624,-3.4987164,0.3730186
B102X0I_1_1.xml,B102X0I_1.xml,"(13,)",0.0,-4.022981,-1.1388607,0.0,0.0,0.0,-1.970775,77.65643,0.0,0.0,0.0,1.2297206,0.22683504,1.1122642,4.8896337,324.21027,0.0,0.0,0.0,0.0,3.0,2.0,6.0,440.41748,-2.8938792,-2.3010705,-1.1116277,3.5393977,3.636577,3.6377802,-2.2483156,1.2648183,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.5889138,9.857693,-1.1854211,0.0,-4.022981,-1.1388607,0.0,0.0,0.0,-0.73121715
B102X0I_1_1.xml,B102X0I_1.xml,"(14,)",0.0,0.0,0.0,0.0,0.0,0.0,4.1302395,-213.30719,0.0,0.0,0.0,0.0,0.0,0.0,-1.3800842,-152.73799,0.0,0.0,0.0,1.0,1.0,0.0,5.0,356.06604,-0.5192226,4.199241,3.8839345,-3.4122758,-2.9923005,-2.4625638,1.7316093,-132.98024,0.0,-34.322433,-6.2921195,-406.62808,1.0,0.0,364.0,0.5560297,30.016663,-15.488047,-1.1854211,0.0,0.0,0.0,0.0,0.0,0.0,-0.13701616
B102X0I_1_1.xml,B102X0I_1.xml,"(15,)",0.0,0.0,0.0,0.0,0.0,0.0,4.896007,230.30869,0.0,0.0,0.0,0.0,0.0,0.0,-8.359726,3.9861805,0.0,0.0,0.0,0.0,0.0,0.0,5.5,160.36969,4.1178484,3.9599488,2.2030702,-7.0254965,-4.4870367,19.54848,3.335585,-20.99388,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.478486,-31.821327,-1.1854211,0.0,0.0,0.0,0.0,-4.5787344,-3.4987164,0.12552981
B102X0I_1_1.xml,B102X0I_1.xml,"(16,)",0.0,0.0,0.0,0.0,0.0,0.0,4.341858,177.03342,0.0,-0.23387346,-1.0764314,0.0,0.0,0.0,-8.359726,16.428217,0.0,0.0,0.0,0.0,0.0,0.0,5.0,-60.568893,5.0471845,2.8049674,1.0135629,-6.610323,-6.86902,18.979622,4.505285,-33.13766,0.1715692,0.0,4.6203737,-147.24225,0.0,1.0,993.0,6.853064,12.390912,-57.00599,-1.1854211,0.0,0.0,0.0,-7.8328366,0.0,0.0,0.12552981
B102X0I_1_1.xml,B102X0I_1.xml,"(17,)",0.0,0.0,0.0,29.332743,16.283901,19.550877,5.5456424,628.8105,0.0,0.0,0.0,0.0,0.0,0.0,-5.6652784,57.353287,0.0,0.0,0.0,0.0,0.0,0.0,6.0,-298.31976,3.4010472,5.853371,3.8644645,19.06495,-5.780776,21.39022,3.0228214,203.77809,14.833348,0.0,4.6203737,-73.11239,0.0,1.0,1692.5,45.634624,34.88553,-14.831691,0.42701802,0.0,0.0,0.0,0.0,0.0,0.0,0.11689214
B104X8I_1_1.xml,B104X8I_1.xml,"(0,)",0.0,0.0,0.0,0.0,0.0,0.0,1.6027602,-742.9052,0.0,0.0,0.0,7.8674126,10.817865,10.246321,0.0,171.53772,0.0,0.0,0.0,0.0,0.0,1.0,0.0,-449.60974,2.0764382,-3.2765021,-6.733142,-2.5453413,-0.33507037,0.082113504,-11.811487,-47.76163,0.0,-115.43518,17.144371,-4022.2463,1.0,0.0,2151.5,2.2848258,74.30343,44.50313,2.3660688,0.0,0.0,0.0,0.0,0.0,18.294504,0.0
B104X8I_1_1.xml,B104X8I_1.xml,"(1,)",0.0,0.0,0.0,0.0,4.020525,7.586984,4.6691346,274.2919,0.0,0.0,0.0,0.0,0.0,1.9070987,1.4828546,34.37054,0.0,0.0,0.0,0.0,0.0,0.0,-2.0,-214.34251,11.508597,6.4771905,2.835096,-2.420998,-0.19813241,9.725753,6.9421616,-189.50537,0.0,0.0,0.0,-685.6177,0.0,1.0,3584.0,46.698112,56.008926,-40.702793,2.3660688,0.0,0.0,0.0,0.0,0.0,0.0,0.0
B104X8I_1_1.xml,B104X8I_1.xml,"(2,)",0.0,0.0,-4.9023256,1.8277677,1.5031508,7.586984,1.6027602,373.0546,0.0,0.0,0.0,0.0,3.4556134,9.269351,3.0360785,-4.412778,0.0,0.0,-5.0,0.0,0.0,0.0,-2.0,87.24426,9.1647215,7.0038257,4.8146887,-9.538056,-0.39113596,9.88844,3.198434,-260.35748,0.0,0.0,31.927855,-263.20078,-1.0,2.0,1183.5,14.395744,17.029387,-0.8419078,-2.3660688,0.0,0.0,-4.9023256,0.0,0.0,0.0,0.0
B104X8I_1_1.xml,B104X8I_1.xml,"(3,)",0.0,0.0,0.0,0.0,0.0,0.0,-2.9145846,-235.96936,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-182.9122,0.0,0.0,-5.0,0.0,0.0,0.0,-2.0,87.24426,-19.40486,-6.459695,-7.62174,2.8323362,2.5125482,-2.5002673,-13.20312,246.75807,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,6.28166,-274.98,2.3660688,0.0,0.0,0.0,-23.450478,0.0,0.0,0.0
B104X8I_1_1.xml,B104X8I_1.xml,"(4,)",0.0,0.0,0.0,0.0,0.0,0.0,1.6027602,-51.971428,0.0,0.0,0.0,6.3188977,1.5485146,1.9070987,3.0360785,58.349545,0.0,0.0,0.0,0.0,0.0,0.0,-2.0,176.34274,7.2664313,4.749351,2.8469222,-7.463352,-8.637071,-4.317741,2.9631677,-362.31607,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0010843553,-213.3904,-2.3660688,0.0,0.0,0.0,-17.738518,-4.192111,0.0,0.0
B104X8I_1_1.xml,B104X8I_1.xml,"(5,)",0.0,0.0,0.0,0.0,0.0,0.0,-1.8392061,-700.314,0.0,0.0,0.0,0.0,0.0,0.0,1.4828546,-37.692944,0.0,0.0,-5.0,0.0,0.0,0.0,-2.0,184.24335,0.5226872,4.4537187,2.9394405,-0.9215425,-3.7696252,1.0001212,-14.949555,-172.69284,0.0,-61.685738,10.289176,-2038.3821,1.0,0.0,3730.5,13.574504,51.37755,-238.43884,2.3660688,0.0,0.0,0.0,-30.016554,7.090671,18.294504,0.0
B104X8I_1_1.xml,B104X8I_1.xml,"(6,)",-1.8376733,-0.87389195,-4.9023256,0.0,0.0,0.0,-2.9145846,122.96084,-14.466319,-8.111837,-10.993372,0.0,0.0,0.0,0.23312938,31.708368,0.0,0.0,-5.0,0.0,0.0,0.0,-2.0,184.24335,-5.492062,1.6162134,-5.489807,5.419245,0.85384154,-0.84263724,-13.047806,92.993256,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,-5.000387,32.613358,-11.104699,-1.8376733,-0.87389195,-4.9023256,0.0,0.0,0.0,0.0
B104X8I_1_1.xml,B104X8I_1.xml,"(7,)",0.0,-0.87389195,-4.9023256,0.0,0.0,7.586984,0.0,462.6424,0.0,-0.12307718,-7.9887605,0.0,0.0,0.0,-0.7280704,-64.89844,0.0,0.0,-5.0,0.0,0.0,1.0,-2.0,-22.753674,-9.383718,0.69952124,-9.562781,4.0342355,1.3117416,3.6684446,-3.975547,276.66403,-53.565376,0.0,-2.5135381,908.2983,1.0,0.0,309.0,2.7081177,6.7011266,-21.856905,-2.3660688,0.0,-0.87389195,-4.9023256,0.0,0.0,0.0,0.0
B104X8I_1_1.xml,B104X8I_1.xml,"(8,)",0.0,0.0,0.0,0.0,0.0,0.0,-2.133998,-24.647015,0.0,0.0,0.0,0.0,0.0,0.0,0.0934167,-2.6980157,0.0,0.0,-5.0,0.0,0.0,1.0,-2.0,-22.753674,-6.4235044,3.698373,-5.745186,6.4441457,0.87190384,-0.90705866,-8.208028,76.03361,0.0,-30.894104,-6.855196,-941.9606,1.0,0.0,1323.0,3.1259396,25.0,-33.504494,-2.3660688,0.0,0.0,0.0,0.0,0.0,0.0,0.0
B104X8I_1_1.xml,B104X8I_1.xml,"(9,)",0.0,0.0,0.0,0.0,0.0,0.0,-1.8392061,-77.01623,0.0,-8.111837,-10.993372,0.0,0.0,0.0,-3.2686274,99.514755,0.0,0.0,0.0,0.0,0.0,1.0,16.0,-390.82187,-4.047046,-1.4583231,-4.9852543,3.6431274,1.0155554,-1.0608433,-12.201073,82.14064,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,20.669899,-51.618607,-2.3660688,0.0,0.0,0.0,0.0,0.0,-3.5168738,0.13977385
B104X8I_1_1.xml,B104X8I_1.xml,"(10,)",0.0,0.0,-7.157387,0.0,0.0,0.0,1.6027602,230.05727,0.0,0.0,0.0,0.0,0.0,0.0,-3.2686274,228.9859,0.0,0.0,0.0,0.0,0.0,0.0,5.5,257.27365,9.077155,6.2014747,3.575842,-9.224438,-9.961798,9.927609,3.8852792,-325.8891,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,-1.8248184,-26.99709,-2.3660688,0.0,0.0,-7.157387,0.0,0.0,0.0,0.0
B104X8I_1_1.xml,B104X8I_1.xml,"(11,)",-1.8376733,-0.87389195,-4.9023256,0.0,0.0,0.0,-2.9145846,74.23345,-14.466319,-0.12307718,-7.9887605,0.0,0.0,0.0,-3.5730715,5.2478304,0.0,0.0,0.0,0.0,0.0,0.0,12.0,246.19122,-4.585822,0.54727423,-10.092342,4.4444594,1.3310764,-1.3227707,-12.772056,112.28071,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,-3.0167868,57.17624,-9.755354,-1.8376733,-0.87389195,-4.9023256,0.0,0.0,0.0,0.0
B104X8I_1_1.xml,B104X8I_1.xml,"(12,)",0.0,-0.87389195,-4.9023256,3.3309186,4.020525,12.609334,0.0,489.8919,0.0,0.0,0.0,0.0,0.0,0.0,-1.7557523,-201.17978,0.0,0.0,0.0,0.0,1.0,1.0,12.0,107.097565,-9.400273,-0.6009832,-8.229409,8.778378,1.4028821,4.185248,-3.9664125,322.83078,-46.613926,-0.922261,-2.5135381,754.0694,1.0,0.0,1113.0,15.233233,16.155495,3.5057194,-2.3660688,0.0,-0.87389195,-4.9023256,0.0,0.0,0.0,0.0
B109X4I_1_1.xml,B109X4I_1.xml,"(0,)",0.0,0.0,0.0,0.0,0.0,0.0,0.08268766,-10.955402,0.0,0.0,0.0,1.4801267,4.574687,1.5995047,3.604428,103.13602,0.0,0.0,0.0,0.0,0.0,0.0,3.0,-25.980644,-1.6576068,-3.130744,-3.1308243,0.9539951,0.15648367,0.9428372,5.3393173,-7.5550776,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,6.1843343,8.318126,-0.1452214,0.0,0.0,0.0,0.0,0.0,0.0,0.054182693
B109X4I_1_1.xml,B109X4I_1.xml,"(1,)",-1.3239559,-2.3955061,-0.5322355,0.0,0.0,0.0,-2.918805,-29.26197,-0.039631993,-0.5194633,-0.4572187,0.0,0.0,0.0,3.604428,136.22234,0.0,0.0,0.0,0.0,0.0,0.0,2.0,-82.06057,-0.46625292,-1.1435941,-2.2134986,0.37597787,0.045922022,0.3748094,-2.6908042,33.727043,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.8382648,5.277926,-0.35828832,-1.3239559,-2.3955061,-0.5322355,0.0,0.0,0.0,0.14479345
B109X4I_1_1.xml,B109X4I_1.xml,"(2,)",0.0,0.0,0.0,28.768538,9.988949,0.9809214,2.5608428,109.91942,0.0,0.0,0.0,0.0,0.0,0.0,5.0717,-8.525998,0.0,0.0,0.0,0.0,0.0,0.0,2.0,-85.61429,-4.62292,-0.33299342,1.8483136,4.41304,6.9435067,5.805388,1.4596906,96.3974,0.0,0.0,7.701692,-259.74106,0.0,1.0,3243.5,33.012917,56.0803,27.806656,0.13801467,0.0,0.0,0.0,0.17860013,10.724272,5.065086,0.038145132
B109X4I_1_1.xml,B109X4I_1.xml,"(3,)",0.0,0.0,0.0,0.0,0.0,0.0,0.89186126,36.32091,0.0,0.0,0.0,0.0,0.0,0.0,0.43005994,-92.20361,0.0,0.0,0.0,0.0,0.0,0.0,-3.0,-80.18636,-3.024525,1.8555893,2.345732,2.3052022,-3.3229213,2.29059,1.4343795,-12.995945,-55.87011,0.0,-11.362945,1465.7212,1.0,0.0,122.5,0.2101919,23.883924,-16.352003,-0.1452214,0.0,0.0,0.0,-3.6021936,0.0,0.0,0.0092560565
B109X4I_1_1.xml,B109X4I_1.xml,"(4,)",0.0,0.0,0.0,0.0,0.0,0.0,-0.31920165,-3.390891,0.0,0.0,0.0,0.0,0.0,0.0,0.43005994,-44.081867,0.0,0.0,0.0,0.0,0.0,0.0,-3.0,-71.85072,-2.1577904,1.1290118,1.1379018,1.8212926,-2.434395,1.8150733,0.23770353,-39.864586,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,12.950309,2.1069925,-0.35828832,0.0,0.0,0.0,0.0,0.0,0.0,-0.09777623
B109X4I_1_1.xml,B109X4I_1.xml,"(5,)",0.0,0.0,0.0,0.0,0.0,0.0,-2.918805,-30.597467,0.0,0.0,0.0,0.0,6.174192,5.9896398,1.9992133,36.664967,0.0,0.0,0.0,0.0,0.0,0.0,-4.0,-64.04826,-1.6042504,0.1335871,0.10514909,1.5466042,-1.7032181,1.5455769,-0.8115213,-4.527534,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,11.034464,-9.885898,-0.1452214,0.0,0.0,0.0,0.0,0.0,0.0,-0.008533915
B109X4I_1_1.xml,B109X4I_1.xml,"(6,)",0.0,0.0,0.0,0.0,0.0,0.0,0.6250295,7.8950386,0.0,0.0,0.0,0.0,4.574687,5.9896398,-2.1952155,98.46999,0.0,0.0,0.0,0.0,0.0,0.0,-3.0,-50.648865,-2.209457,2.8701932,2.8581216,1.0978025,-2.420093,1.0786093,1.1952928,-37.53802,-23.091606,67.85221,11.416643,2000.8566,-1.0,2.0,799.5,6.6255198,29.832869,-6.962476,0.13801467,0.0,0.0,0.0,0.0,0.0,0.0,0.03536162
B109X4I_1_1.xml,B109X4I_1.xml,"(7,)",0.0,0.0,0.0,0.0,0.0,0.0,0.08268766,-57.563446,0.0,0.0,0.0,0.0,0.0,0.0,-2.1952155,10.090113,0.0,0.0,0.0,0.0,0.0,0.0,-3.0,-8.721259,-0.8988394,2.654317,2.6271145,0.01968894,-1.1294854,0.007484789,-0.016141638,-69.36651,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,18.9169,-22.365005,0.13801467,0.0,0.0,0.0,0.0,0.0,-5.428896,-0.21113175
B109X4I_1_1.xml,B109X4I_1.xml,"(8,)",0.0,-2.3955061,-1.0465653,0.0,0.0,0.0,-1.8391087,-14.580412,0.0,0.0,0.0,0.0,0.0,1.5995047,-2.1952155,-11.584769,0.0,0.0,0.0,0.0,0.0,0.0,-3.0,-2.562938,-1.5426425,0.9698989,0.94241416,1.3097658,-1.796902,1.3058279,-0.3939666,-28.779224,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,-2.1106322,16.762047,-0.1452214,0.0,-2.3955061,-1.0465653,0.0,0.0,0.0,0.018084677
B109X4I_1_1.xml,B109X4I_1.xml,"(9,)",0.0,-2.3955061,-0.5322355,0.0,0.0,0.0,-0.31920165,-21.776443,0.0,0.0,0.0,0.0,0.0,0.0,-1.9861878,11.991641,0.0,0.0,0.0,0.0,0.0,0.0,-4.0,12.946943,-1.3246182,1.4807887,1.4519627,0.9468039,-1.6199735,0.9407733,-0.25290748,-41.437016,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,11.630572,6.1797786,-0.21306692,0.0,-2.3955061,-0.5322355,0.0,0.0,0.0,-0.19239622
B109X4I_1_1.xml,B109X4I_1.xml,"(10,)",-1.3239559,-2.9277418,-1.0465653,0.0,0.0,0.0,-2.918805,-30.51004,0.0,0.0,0.0,0.0,0.0,0.0,-1.5846151,-35.83208,0.0,0.0,0.0,0.0,0.0,0.0,-4.0,30.904886,-0.21966535,-11.681063,-1.8774452,0.1942259,0.054746993,0.19393115,-2.640942,73.709076,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,-0.5076758,18.968813,-0.1452214,-1.3239559,-2.9277418,-1.0465653,0.0,0.0,0.0,0.09610492
B109X4I_1_1.xml,B109X4I_1.xml,"(11,)",0.0,0.0,0.0,0.0,0.0,0.0,-1.8391087,-114.66816,0.0,0.0,0.0,0.0,0.0,0.0,0.43005994,-69.1061,0.0,0.0,0.0,0.0,0.0,0.0,-4.0,43.716618,0.8451579,2.2092004,2.2542527,-1.4441366,0.5940473,-1.449786,-1.6170434,-77.76277,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,40.112343,-1.1457314,0.13801467,0.0,0.0,0.0,0.0,0.0,0.0,-0.2911101
B109X4I_1_1.xml,B109X4I_1.xml,"(12,)",0.0,0.0,0.0,44.48531,32.863705,31.580515,4.900676,512.2411,0.0,0.0,0.0,0.0,0.0,0.0,3.0867188,-32.097702,0.0,0.0,0.0,2.0,0.0,0.0,-3.0,43.170506,2.6489902,0.52198493,1.4022647,38.55283,6.1133494,3.9925861,2.161312,271.02484,0.98845756,64.172134,23.192846,1306.2385,-1.0,2.0,2033.0,73.16386,45.17743,5.413776,0.13801467,0.0,0.0,0.0,0.0,0.0,5.065086,-0.28813794
B109X4I_1_1.xml,B109X4I_1.xml,"(13,)",0.0,0.0,-0.5322355,0.0,0.0,0.0,-5.5572906,-41.285034,0.0,0.0,0.0,0.0,0.0,0.0,-1.4543676,-22.02232,-1.0,0.0,0.0,0.0,0.0,0.0,-4.0,37.89053,-10.721131,-11.078235,-1.2869211,0.20165482,-0.18919504,0.20165232,-2.276743,124.550545,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,5.7989273,-5.1739244,-0.1452214,0.0,0.0,-0.5322355,0.0,0.0,0.0,0.11829975
