latent_fingerprint,impression,removed_minutiae,d_minimum_rate,d_second_minimum_rate,d_third_minimum_rate,d_maximum_rate,d_second_maximum_rate,d_third_maximum_rate,d_median_rate,d_variance_rate,a_minimum_rate,a_second_minimum_rate,a_third_minimum_rate,a_maximum_rate,a_second_maximum_rate,a_third_maximum_rate,a_median_rate,a_variance_rate,b_minimum_rate,b_second_minimum_rate,b_third_minimum_rate,b_maximum_rate,b_second_maximum_rate,b_third_maximum_rate,b_median_rate,b_variance_rate,minimum_distance_to_centroid_rate,second_minimum_distance_to_centroid_rate,third_minimum_distance_to_centroid_rate,maximum_distance_to_centroid_rate,second_maximum_distance_to_centroid_rate,third_maximum_distance_to_centroid_rate,median_distances_to_centroid_rate,variance_distances_to_centroid_rate,convex_hull_minimum_distance_rate,convex_hull_maximum_distance_rate,convex_hull_median_distance_rate,convex_hull_variance_distance_rate,convex_hull_minutiae_number_rate,convex_hull_minutiae_number_inside_rate,convex_hull_area_rate,convex_hull_perimeter_rate,minimum_spanning_tree_total_cost_rate,minimum_spanning_tree_variance_rate,minimum_spanning_tree_median_rate,minimum_spanning_tree_minimum_cost_rate,minimum_spanning_tree_second_minimum_cost_rate,minimum_spanning_tree_third_minimum_cost_rate,minimum_spanning_tree_maximum_cost_rate,minimum_spanning_tree_second_maximum_cost_rate,minimum_spanning_tree_third_maximum_cost_rate,target_score_change
B102X0I_1_1.xml,B102X0I_1.xml,"(10,)",0.0,0.0,0.0,0.0,0.0,0.0,-1.970775,-76.3334,-0.8558294,-0.23387346,-1.0153692,0.0,0.0,0.0,1.2358694,-106.79067,0.0,0.0,0.0,1.0,1.0,0.0,-0.5,6.7064085,-3.5159583,-0.47091004,0.70623875,2.43015,2.806874,3.1335106,-3.8955598,-12.996699,0.0,-10.87755,-17.393871,-294.17886,1.0,0.0,501.5,1.4667759,34.058773,-15.165061,0.42701802,0.0,0.0,0.0,0.0,0.0,0.0,0.14633451
B102X0I_1_1.xml,B102X0I_1.xml,"(11,)",0.0,0.0,0.0,0.0,0.0,0.0,2.137015,-234.04248,-0.8558294,-0.23387346,-1.0153692,0.0,0.0,0.0,-1.3800842,-220.38843,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-15.302242,-1.8231304,2.910392,3.2359498,-1.3914617,-0.9173428,-0.3827043,-0.41141102,-80.829765,0.0,0.0,-17.393871,-95.10329,1.0,0.0,381.0,1.2921482,24.839485,-12.732166,-1.1854211,0.0,0.0,0.0,0.0,0.0,0.0,0.1172639
B102X0I_1_1.xml,B102X0I_1.xml,"(12,)",0.0,0.0,0.0,0.0,0.0,0.0,-1.3187153,-221.02618,0.0,0.0,0.0,0.0,0.0,0.0,-3.8297532,-145.14752,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-22.300512,-0.37508425,2.460239,2.342391,-1.8780645,-1.6082633,-1.2768745,0.526171,-59.39331,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,15.204654,-20.762848,-2.7794585,0.0,0.0,0.0,0.0,-0.71268624,-3.4987164,0.3730186
B102X0I_1_1.xml,B102X0I_1.xml,"(13,)",0.0,-4.022981,-1.1388607,0.0,0.0,0.0,-1.970775,77.65643,0.0,0.0,0.0,1.2297206,0.22683504,1.1122642,4.8896337,324.21027,0.0,0.0,0.0,0.0,3.0,2.0,6.0,440.41748,-2.8938792,-2.3010705,-1.1116277,3.5393977,3.636577,3.6377802,-2.2483156,1.2648183,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.5889138,9.857693,-1.1854211,0.0,-4.022981,-1.1388607,0.0,0.0,0.0,-0.73121715
B102X0I_1_1.xml,B102X0I_1.xml,"(14,)",0.0,0.0,0.0,0.0,0.0,0.0,4.1302395,-213.30719,0.0,0.0,0.0,0.0,0.0,0.0,-1.3800842,-152.73799,0.0,0.0,0.0,1.0,1.0,0.0,5.0,356.06604,-0.5192226,4.199241,3.8839345,-3.4122758,-2.9923005,-2.4625638,1.7316093,-132.98024,0.0,-34.322433,-6.2921195,-406.62808,1.0,0.0,364.0,0.5560297,30.016663,-15.488047,-1.1854211,0.0,0.0,0.0,0.0,0.0,0.0,-0.13701616
B102X0I_1_1.xml,B102X0I_1.xml,"(15,)",0.0,0.0,0.0,0.0,0.0,0.0,4.896007,230.30869,0.0,0.0,0.0,0.0,0.0,0.0,-8.359726,3.9861805,0.0,0.0,0.0,0.0,0.0,0.0,5.5,160.36969,4.1178484,3.9599488,2.2030702,-7.0254965,-4.4870367,19.54848,3.335585,-20.99388,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.478486,-31.821327,-1.1854211,0.0,0.0,0.0,0.0,-4.5787344,-3.4987164,0.12552981
B102X0I_1_1.xml,B102X0I_1.xml,"(16,)",0.0,0.0,0.0,0.0,0.0,0.0,4.341858,177.03342,0.0,-0.23387346,-1.0764314,0.0,0.0,0.0,-8.359726,16.428217,0.0,0.0,0.0,0.0,0.0,0.0,5.0,-60.568893,5.0471845,2.8049674,1.0135629,-6.610323,-6.86902,18.979622,4.505285,-33.13766,0.1715692,0.0,4.6203737,-147.24225,0.0,1.0,993.0,6.853064,12.390912,-57.00599,-1.1854211,0.0,0.0,0.0,-7.8328366,0.0,0.0,0.12552981
B102X0I_1_1.xml,B102X0I_1.xml,"(17,)",0.0,0.0,0.0,29.332743,16.283901,19.550877,5.5456424,628.8105,0.0,0.0,0.0,0.0,0.0,0.0,-5.6652784,57.353287,0.0,0.0,0.0,0.0,0.0,0.0,6.0,-298.31976,3.4010472,5.853371,3.8644645,19.06495,-5.780776,21.39022,3.0228214,203.77809,14.833348,0.0,4.6203737,-73.11239,0.0,1.0,1692.5,45.634624,34.88553,-14.831691,0.42701802,0.0,0.0,0.0,0.0,0.0,0.0,0.11689214
B105X2I_1_1.xml,B105X2I_1.xml,"(0,)",-2.4906898,-6.6258407,-6.2857246,0.0,0.0,0.0,1.5898843,179.67888,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-117.12369,0.0,0.0,0.0,0.0,0.0,0.0,2.0,-82.37891,-0.94328076,2.1155357,-0.5375341,4.193025,4.7740183,-5.3154397,0.8255004,-7.6536555,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,3.097494,34.678185,-0.27560735,-2.4906898,-6.6258407,-6.2857246,0.0,0.0,0.0,0.29360032
B105X2I_1_1.xml,B105X2I_1.xml,"(1,)",0.0,0.0,0.0,0.0,0.0,0.0,-0.36972317,24.632757,0.0,0.0,0.0,0.0,0.0,0.0,1.1497697,-23.606464,0.0,0.0,0.0,0.0,0.0,0.0,2.0,-73.9131,-0.57161224,1.5328839,-2.1267295,2.8619156,3.2572038,-3.6276147,-1.9070106,-32.352055,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,6.9264054,-15.475825,-0.27560735,0.0,0.0,0.0,0.0,0.0,-1.5801594,0.12617564
B105X2I_1_1.xml,B105X2I_1.xml,"(2,)",-2.4906898,-5.316929,-1.3089118,5.2420154,7.7671494,4.0902143,3.6276124,215.7542,-0.23856902,-0.17833969,-0.033551056,0.0,0.0,0.0,3.4436119,-121.86046,0.0,0.0,0.0,3.0,1.0,3.0,-2.0,-58.865894,-0.56177104,1.7692792,-0.34658054,4.809723,5.3476405,-5.1309786,0.45587042,20.591665,6.2857246,0.0,-2.7522388,-66.556274,0.0,1.0,378.0,3.9893408,11.401754,22.46742,-0.27560735,-2.4906898,-5.316929,-1.3089118,0.0,0.0,0.0,0.22409803
B105X2I_1_1.xml,B105X2I_1.xml,"(3,)",0.0,0.0,0.0,0.0,0.0,0.0,-2.4577851,-124.17507,0.0,0.0,0.0,3.517286,1.7255725,10.219289,3.4411757,194.96577,0.0,0.0,-1.0,0.0,1.0,3.0,-2.0,22.485891,0.9567595,-1.9104558,1.4931945,-1.5265425,-1.9237303,1.184839,-4.645675,0.5499115,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.1093323,-47.297623,-1.6087695,0.0,0.0,0.0,-1.572625,-5.452652,-2.4318075,-0.041077085
B105X2I_1_1.xml,B105X2I_1.xml,"(4,)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,-49.20529,0.0,0.0,0.0,0.0,8.671347,9.525899,3.4411757,121.673775,0.0,0.0,-1.0,0.0,0.0,3.0,-2.0,23.041918,0.6546884,-1.8078493,2.2667627,-3.1097221,-3.632529,-0.58764654,-2.1831453,-58.201828,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,22.355764,-15.662833,-0.27560735,0.0,0.0,0.0,0.0,0.0,0.0,0.13847688
B105X2I_1_1.xml,B105X2I_1.xml,"(5,)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,79.47761,0.0,0.0,0.0,0.0,0.0,6.9457746,-0.11263614,62.96902,0.0,0.0,0.0,0.0,0.0,0.0,-5.0,54.26683,-0.9520111,0.102023214,2.8983305,-4.9850674,-5.366238,5.5200973,-0.26435655,-40.785137,0.0,0.0,-1.3761194,-471.26227,1.0,0.0,358.5,0.5708828,8.645974,-54.95931,0.27560735,0.0,0.0,0.0,-3.3455205,-5.452652,-2.4318075,0.19034256
B105X2I_1_1.xml,B105X2I_1.xml,"(6,)",0.0,0.0,0.0,0.0,5.052176,4.638086,4.8209195,250.94987,0.0,0.0,0.0,0.0,1.7255725,9.525899,-0.11263614,97.34745,-1.0,0.0,-1.0,0.0,0.0,0.0,-2.0,77.433304,-2.3476846,1.2323339,4.0750146,-6.61844,15.014932,5.7796397,0.7467084,35.392612,-2.0185354,0.0,-3.7120452,145.48302,1.0,0.0,277.5,3.0963817,3.0963817,-36.611206,-0.27560735,0.0,0.0,0.0,0.0,-4.6718516,-2.4318075,-0.056423184
B105X2I_1_1.xml,B105X2I_1.xml,"(7,)",0.0,0.0,0.0,0.0,0.0,0.0,3.6276124,-119.78736,0.0,-0.17833969,-0.033551056,0.0,0.0,0.0,3.4411757,-22.944532,-1.0,0.0,-1.0,0.0,0.0,0.0,-2.0,77.433304,-1.7415987,-0.043289706,4.6189766,-4.719194,-4.272453,0.067455254,0.5127704,-81.80509,0.0,-50.71077,-0.9502953,-1656.567,1.0,0.0,1660.0,3.14088,53.851646,13.774596,0.27560735,0.0,0.0,0.0,0.0,2.4318075,5.1488996,0.30214426
B105X2I_1_1.xml,B105X2I_1.xml,"(8,)",0.0,0.0,0.0,0.0,0.0,0.0,-0.36972317,-111.347664,0.0,0.0,-0.033551056,0.0,0.0,0.0,-0.11263614,-4.9925065,0.0,0.0,0.0,0.0,0.0,0.0,-2.0,76.06734,-0.71110195,-0.7074448,2.8964338,-2.8946495,-3.0554585,0.4286144,-4.278001,-43.3901,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,25.284964,-28.97885,-0.27560735,0.0,0.0,0.0,-5.972036,0.0,0.0,-0.2449602
B105X2I_1_1.xml,B105X2I_1.xml,"(9,)",0.0,0.0,0.0,0.18983938,7.7671494,4.0902143,5.534704,272.53635,0.0,0.0,0.0,3.517286,1.7255725,6.9457746,1.1497697,165.12163,0.0,0.0,-1.0,0.0,0.0,0.0,-2.0,62.248547,-1.9094986,0.5880253,4.760276,-1.3767443,15.188892,5.02466,0.64934874,60.39988,-2.0185354,0.0,-7.954026,46.893032,1.0,0.0,645.0,12.339283,16.696926,-29.328733,-0.27560735,0.0,0.0,0.0,-3.3455205,-5.452652,0.0,-0.058166295
B105X2I_1_1.xml,B105X2I_1.xml,"(10,)",0.0,0.0,0.0,0.0,0.0,0.0,-3.2536442,-244.33368,0.0,0.0,0.0,0.0,0.0,0.0,-0.11263614,-133.01567,0.0,0.0,-1.0,0.0,0.0,0.0,-2.0,58.863697,-2.4354382,-3.924384,-4.8900037,-0.97488123,-0.64750665,-0.09857237,-1.2908636,48.52822,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,59.3043,28.926268,0.27560735,0.0,0.0,0.0,5.452652,2.4318075,5.1488996,-0.2751856
B105X2I_1_1.xml,B105X2I_1.xml,"(11,)",0.0,0.0,0.0,0.0,0.0,2.7149732,0.0,51.692806,-0.23856902,-0.17833969,-0.033551056,0.0,0.0,0.0,-0.8843556,-21.810156,0.0,0.0,0.0,3.0,1.0,3.0,-4.0,-58.291756,2.1892476,-1.057161,-2.8240833,4.949102,4.8745713,-4.2814617,-0.47568715,3.2250621,0.0,0.0,-1.3761194,-471.4009,1.0,0.0,1115.0,6.171233,33.286633,-10.045729,-0.27560735,0.0,0.0,0.0,0.0,0.0,0.0,-0.16390038
B105X2I_1_1.xml,B105X2I_1.xml,"(12,)",0.0,-5.316929,-1.3089118,0.0,0.0,0.0,-2.9406898,-27.357695,0.0,0.0,0.0,0.0,0.0,0.0,-0.41549718,24.72605,0.0,0.0,0.0,0.0,0.0,0.0,-4.0,-65.85962,1.4793733,-0.6271237,-3.10251,3.1021254,3.0483081,-2.656753,-2.2182126,1.7908899,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,-1.1043059,8.174944,-1.6087695,0.0,-5.316929,-1.3089118,0.0,0.0,0.0,0.19386198
B105X2I_1_1.xml,B105X2I_1.xml,"(13,)",0.0,-5.316929,-1.3089118,0.0,0.0,0.0,-3.2536442,-65.98016,0.0,0.0,-0.033551056,0.0,0.0,0.0,-0.11263614,-40.27683,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-65.37878,1.1261531,-0.44046408,-4.258401,2.330337,2.2917752,-1.99766,-1.9671597,42.390648,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,8.849908,4.888327,-0.27560735,0.0,-5.316929,-1.3089118,0.0,-2.6107287,-2.4318075,0.23600987
B105X2I_1_1.xml,B105X2I_1.xml,"(14,)",0.0,0.0,0.0,0.0,0.0,0.0,3.6276124,-144.85771,0.0,0.0,0.0,0.0,0.0,0.0,-1.4556502,42.43376,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-57.448494,4.028793,-3.5545957,-2.7689078,2.6820164,2.0016735,-0.7299322,-3.9356542,-4.057228,0.0,0.0,0.42582405,-562.86273,1.0,0.0,906.0,3.491195,46.270943,-1.1366907,0.27560735,0.0,0.0,0.0,0.0,0.0,0.0,0.035611913
B105X2I_1_1.xml,B105X2I_1.xml,"(15,)",0.0,0.0,0.0,0.0,0.0,0.0,1.5898843,-138.41907,0.0,0.0,0.0,0.0,0.0,0.0,2.4161716,-80.09421,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-9.820144,3.731082,-4.4702325,-0.10316546,-0.13641906,-1.0404636,1.3471485,-1.576692,-16.741154,0.0,0.0,0.8516481,-153.55289,0.0,1.0,1642.5,12.870946,45.88028,-1.7111666,0.27560735,0.0,0.0,0.0,0.0,0.0,0.0,0.32319587
B105X2I_1_1.xml,B105X2I_1.xml,"(16,)",0.0,0.0,0.0,0.0,0.0,0.0,-2.9406898,-154.00851,0.0,0.0,0.0,0.0,0.0,0.0,-0.11263614,-108.72528,0.0,0.0,0.0,0.0,4.0,3.0,1.0,14.211126,1.9091016,-5.2056384,-7.0660844,0.35025135,-0.062991254,0.7618317,-3.8477948,61.01756,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,14.284812,-47.937054,0.27560735,0.0,0.0,0.0,0.0,-2.7522388,-4.980514,0.19126946
B105X2I_1_1.xml,B105X2I_1.xml,"(17,)",0.0,0.0,-1.3089118,0.0,0.0,0.0,1.5898843,165.50923,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.027496,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.57983,-0.95296586,2.1236033,0.08025994,3.773492,4.5647354,-5.529268,1.8151983,5.0295076,14.093344,26.605783,0.42582405,393.87225,-1.0,2.0,1127.5,12.303849,17.431202,5.211581,-0.27560735,0.0,0.0,-1.3089118,0.0,0.0,0.0,0.19387466
B105X2I_1_1.xml,B105X2I_1.xml,"(18,)",0.0,0.0,0.0,0.0,0.0,0.0,1.5898843,8.827234,0.0,-0.17833969,-0.64405817,0.0,0.0,0.0,-0.41549718,-43.29728,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.212151,-1.4614406,2.434498,-1.4096955,2.503629,3.1262763,-3.9394336,1.4742872,-47.552235,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,18.690834,2.8740008,-0.27560735,0.0,0.0,0.0,0.0,0.0,0.0,0.22047748
B106X8I_1_1.xml,B106X8I_1.xml,"(0,)",0.0,0.0,0.0,0.0,0.0,0.0,-2.564316,-33.375744,0.0,0.0,0.0,0.0,2.5564244,0.13808216,5.1220407,121.21601,0.0,0.0,0.0,0.0,0.0,0.0,-3.5,-77.92648,-1.9279019,-0.019154452,-1.6566482,1.6227462,0.410661,-2.730196,-6.5440383,-8.974609,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,18.561466,-17.321526,0.26631227,0.0,0.0,0.0,0.0,0.0,0.0,0.32842198
B106X8I_1_1.xml,B106X8I_1.xml,"(1,)",0.0,-3.1107702,-1.5869453,0.0,0.0,0.0,-4.001524,-18.257717,0.0,0.0,0.0,0.0,0.0,0.0,1.3076003,50.01608,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-107.22926,-0.69321686,-0.9768412,-12.2898855,0.4094934,1.110406,-0.33627456,-4.7932696,57.92789,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.25884572,7.2612877,-1.9485035,0.0,-3.1107702,-1.5869453,0.0,0.0,0.0,0.120766684
B106X8I_1_1.xml,B106X8I_1.xml,"(2,)",0.0,-3.1107702,-1.5869453,0.0,0.0,0.0,-4.001524,-38.8195,0.0,0.0,0.0,0.0,0.0,0.0,1.3076003,-3.461924,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-149.70044,-1.4869261,-1.1444075,-2.4304464,1.0573678,1.3250542,-0.9689724,-4.8974304,27.173094,21.701805,-7.9405594,1.8806521,-387.58035,0.0,1.0,759.0,1.2154776,15.0,-0.09960285,-0.26631227,0.0,-3.1107702,-1.5869453,0.0,0.0,0.0,-0.18538636
B106X8I_1_1.xml,B106X8I_1.xml,"(3,)",0.0,0.0,-1.5869453,0.0,0.0,0.0,-2.564316,-15.120296,0.0,0.0,0.0,0.7542065,3.0213351,0.48969558,2.9579346,5.2644944,0.0,0.0,0.0,0.0,0.0,0.0,0.5,-286.05795,0.1699521,-2.121798,-1.9919494,-0.64773697,2.211267,0.719988,-3.6881015,26.76568,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,15.447806,-2.4604843,-0.26631227,0.0,0.0,-1.5869453,0.0,0.0,0.0,-0.2313317
B106X8I_1_1.xml,B106X8I_1.xml,"(4,)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.80074644,0.0,0.0,0.0,0.0,0.0,0.0,7.789187,-43.487247,0.0,0.0,0.0,1.0,1.0,3.0,3.5,318.13852,4.117628,-2.440141,-0.19790237,-4.2330933,2.3795338,-0.6112432,4.746788,-46.61871,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,-5.4882,-83.62866,-0.26631227,0.0,0.0,0.0,-5.5546956,-3.1602368,-8.462153,-0.5462784
B106X8I_1_1.xml,B106X8I_1.xml,"(5,)",0.0,0.0,0.0,0.0,0.0,0.0,3.9687526,-60.622883,0.0,0.0,0.0,0.0,0.0,0.0,2.9579346,-204.43951,0.0,0.0,0.0,0.0,0.0,2.0,3.5,440.35095,3.7372677,1.7031295,3.093438,-3.6443493,-1.6850511,2.6900141,4.541516,-68.97592,0.0,-59.165653,-0.36494505,-1101.1039,1.0,0.0,2977.5,15.3528,68.96376,102.60378,0.26631227,0.0,0.0,0.0,17.699736,8.462153,12.969002,-0.6674499
B106X8I_1_1.xml,B106X8I_1.xml,"(6,)",0.0,0.0,0.0,0.0,0.0,0.0,2.6857698,-101.789024,0.0,0.0,0.0,0.0,0.0,0.0,-4.564357,-34.750057,0.0,0.0,0.0,0.0,0.0,0.0,3.5,472.02353,1.0889745,1.2811081,2.9329267,-1.6999401,-0.6697478,-2.073022,2.2637203,-104.57125,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,13.910583,-77.208305,0.26631227,0.0,0.0,0.0,0.0,-15.922286,0.0,-1.237532
B106X8I_1_1.xml,B106X8I_1.xml,"(7,)",0.0,0.0,0.0,0.0,4.0312614,7.2800503,0.82158434,73.98493,0.0,0.0,-1.4146641,0.0,0.0,0.0,-4.564357,-122.44612,0.0,0.0,0.0,0.0,0.0,0.0,5.5,-275.91815,2.7505078,-5.265516,-2.9152148,-3.893204,5.0998707,2.386855,4.676505,69.87362,46.18128,0.0,7.000665,-678.9172,-1.0,2.0,2176.0,29.426418,42.80187,1.0900629,0.26631227,0.0,0.0,0.0,0.0,0.0,12.969002,-0.42279628
