latent_fingerprint,impression,removed_minutiae,d_minimum_rate,d_second_minimum_rate,d_third_minimum_rate,d_maximum_rate,d_second_maximum_rate,d_third_maximum_rate,d_median_rate,d_variance_rate,a_minimum_rate,a_second_minimum_rate,a_third_minimum_rate,a_maximum_rate,a_second_maximum_rate,a_third_maximum_rate,a_median_rate,a_variance_rate,b_minimum_rate,b_second_minimum_rate,b_third_minimum_rate,b_maximum_rate,b_second_maximum_rate,b_third_maximum_rate,b_median_rate,b_variance_rate,minimum_distance_to_centroid_rate,second_minimum_distance_to_centroid_rate,third_minimum_distance_to_centroid_rate,maximum_distance_to_centroid_rate,second_maximum_distance_to_centroid_rate,third_maximum_distance_to_centroid_rate,median_distances_to_centroid_rate,variance_distances_to_centroid_rate,convex_hull_minimum_distance_rate,convex_hull_maximum_distance_rate,convex_hull_median_distance_rate,convex_hull_variance_distance_rate,convex_hull_minutiae_number_rate,convex_hull_minutiae_number_inside_rate,convex_hull_area_rate,convex_hull_perimeter_rate,minimum_spanning_tree_total_cost_rate,minimum_spanning_tree_variance_rate,minimum_spanning_tree_median_rate,minimum_spanning_tree_minimum_cost_rate,minimum_spanning_tree_second_minimum_cost_rate,minimum_spanning_tree_third_minimum_cost_rate,minimum_spanning_tree_maximum_cost_rate,minimum_spanning_tree_second_maximum_cost_rate,minimum_spanning_tree_third_maximum_cost_rate,target_score_change
B101X9I_1_1.xml,B101X9I_1.xml,"(10,)",0.0,0.0,0.0,0.0,0.0,0.0,-2.6970263,-86.07021,0.0,0.0,0.0,0.0,0.0,0.0,2.2854383,22.247242,0.0,0.0,0.0,0.0,0.0,0.0,3.0,-105.3215,1.7333463,-3.0567603,3.180129,2.4945288,2.5722163,-3.778063,1.997391,-30.341936,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,6.4941983,-66.62573,-3.7488565,0.0,0.0,0.0,0.0,-14.86513,-2.8274446,-0.37793258
B101X9I_1_1.xml,B101X9I_1.xml,"(11,)",0.0,0.0,-0.99762756,0.22113116,3.4069316,9.881198,-2.6970263,141.01999,0.0,0.0,0.0,0.0,0.0,0.0,-1.3612804,-126.886826,0.0,0.0,0.0,0.0,0.0,0.0,3.0,-180.32478,-2.3837757,-0.13210338,4.5054193,4.85038,4.8355746,-2.5203922,0.1623016,14.187751,13.224977,0.0,0.0,-348.51584,0.0,1.0,411.5,2.6758456,14.035668,2.6530159,-3.7488565,0.0,0.0,-0.99762756,0.0,0.0,0.0,-0.04383572
B101X9I_1_1.xml,B101X9I_1.xml,"(12,)",-3.2190151,-0.99762756,-3.4285803,0.0,0.0,9.881198,-0.37507716,131.75087,0.0,0.0,0.0,0.0,0.0,0.0,-3.4726942,-93.519226,0.0,0.0,0.0,0.0,0.0,0.0,0.5,-216.4668,-3.0477614,0.94554764,3.8375952,4.4937596,4.447984,-2.637521,0.18481056,7.262456,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.592916,30.804842,-3.7488565,-3.2190151,-0.99762756,-3.4285803,0.0,0.0,0.0,0.110450916
B101X9I_1_1.xml,B101X9I_1.xml,"(13,)",-3.2190151,0.0,-0.99762756,0.0,3.4069316,9.881198,-0.37507716,101.34595,0.0,0.0,-4.337163,0.0,0.0,0.0,-1.222138,-72.83885,0.0,0.0,0.0,0.0,0.0,0.0,-2.5,-267.27548,-3.8306413,1.6888374,3.6937888,4.6363835,4.5644307,-0.15831146,0.018018398,20.417618,10.005961,0.0,-0.9820455,-289.13956,0.0,1.0,522.0,9.023916,10.816654,12.204152,-3.7488565,-3.2190151,0.0,-0.99762756,0.0,0.0,0.0,0.00824361
B104X8I_1_1.xml,B104X8I_1.xml,"(0,)",0.0,0.0,0.0,0.0,0.0,0.0,1.6027602,-742.9052,0.0,0.0,0.0,7.8674126,10.817865,10.246321,0.0,171.53772,0.0,0.0,0.0,0.0,0.0,1.0,0.0,-449.60974,2.0764382,-3.2765021,-6.733142,-2.5453413,-0.33507037,0.082113504,-11.811487,-47.76163,0.0,-115.43518,17.144371,-4022.2463,1.0,0.0,2151.5,2.2848258,74.30343,44.50313,2.3660688,0.0,0.0,0.0,0.0,0.0,18.294504,0.0
B104X8I_1_1.xml,B104X8I_1.xml,"(1,)",0.0,0.0,0.0,0.0,4.020525,7.586984,4.6691346,274.2919,0.0,0.0,0.0,0.0,0.0,1.9070987,1.4828546,34.37054,0.0,0.0,0.0,0.0,0.0,0.0,-2.0,-214.34251,11.508597,6.4771905,2.835096,-2.420998,-0.19813241,9.725753,6.9421616,-189.50537,0.0,0.0,0.0,-685.6177,0.0,1.0,3584.0,46.698112,56.008926,-40.702793,2.3660688,0.0,0.0,0.0,0.0,0.0,0.0,0.0
B104X8I_1_1.xml,B104X8I_1.xml,"(2,)",0.0,0.0,-4.9023256,1.8277677,1.5031508,7.586984,1.6027602,373.0546,0.0,0.0,0.0,0.0,3.4556134,9.269351,3.0360785,-4.412778,0.0,0.0,-5.0,0.0,0.0,0.0,-2.0,87.24426,9.1647215,7.0038257,4.8146887,-9.538056,-0.39113596,9.88844,3.198434,-260.35748,0.0,0.0,31.927855,-263.20078,-1.0,2.0,1183.5,14.395744,17.029387,-0.8419078,-2.3660688,0.0,0.0,-4.9023256,0.0,0.0,0.0,0.0
B104X8I_1_1.xml,B104X8I_1.xml,"(3,)",0.0,0.0,0.0,0.0,0.0,0.0,-2.9145846,-235.96936,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-182.9122,0.0,0.0,-5.0,0.0,0.0,0.0,-2.0,87.24426,-19.40486,-6.459695,-7.62174,2.8323362,2.5125482,-2.5002673,-13.20312,246.75807,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,6.28166,-274.98,2.3660688,0.0,0.0,0.0,-23.450478,0.0,0.0,0.0
B104X8I_1_1.xml,B104X8I_1.xml,"(4,)",0.0,0.0,0.0,0.0,0.0,0.0,1.6027602,-51.971428,0.0,0.0,0.0,6.3188977,1.5485146,1.9070987,3.0360785,58.349545,0.0,0.0,0.0,0.0,0.0,0.0,-2.0,176.34274,7.2664313,4.749351,2.8469222,-7.463352,-8.637071,-4.317741,2.9631677,-362.31607,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0010843553,-213.3904,-2.3660688,0.0,0.0,0.0,-17.738518,-4.192111,0.0,0.0
B104X8I_1_1.xml,B104X8I_1.xml,"(5,)",0.0,0.0,0.0,0.0,0.0,0.0,-1.8392061,-700.314,0.0,0.0,0.0,0.0,0.0,0.0,1.4828546,-37.692944,0.0,0.0,-5.0,0.0,0.0,0.0,-2.0,184.24335,0.5226872,4.4537187,2.9394405,-0.9215425,-3.7696252,1.0001212,-14.949555,-172.69284,0.0,-61.685738,10.289176,-2038.3821,1.0,0.0,3730.5,13.574504,51.37755,-238.43884,2.3660688,0.0,0.0,0.0,-30.016554,7.090671,18.294504,0.0
B104X8I_1_1.xml,B104X8I_1.xml,"(6,)",-1.8376733,-0.87389195,-4.9023256,0.0,0.0,0.0,-2.9145846,122.96084,-14.466319,-8.111837,-10.993372,0.0,0.0,0.0,0.23312938,31.708368,0.0,0.0,-5.0,0.0,0.0,0.0,-2.0,184.24335,-5.492062,1.6162134,-5.489807,5.419245,0.85384154,-0.84263724,-13.047806,92.993256,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,-5.000387,32.613358,-11.104699,-1.8376733,-0.87389195,-4.9023256,0.0,0.0,0.0,0.0
B104X8I_1_1.xml,B104X8I_1.xml,"(7,)",0.0,-0.87389195,-4.9023256,0.0,0.0,7.586984,0.0,462.6424,0.0,-0.12307718,-7.9887605,0.0,0.0,0.0,-0.7280704,-64.89844,0.0,0.0,-5.0,0.0,0.0,1.0,-2.0,-22.753674,-9.383718,0.69952124,-9.562781,4.0342355,1.3117416,3.6684446,-3.975547,276.66403,-53.565376,0.0,-2.5135381,908.2983,1.0,0.0,309.0,2.7081177,6.7011266,-21.856905,-2.3660688,0.0,-0.87389195,-4.9023256,0.0,0.0,0.0,0.0
B104X8I_1_1.xml,B104X8I_1.xml,"(8,)",0.0,0.0,0.0,0.0,0.0,0.0,-2.133998,-24.647015,0.0,0.0,0.0,0.0,0.0,0.0,0.0934167,-2.6980157,0.0,0.0,-5.0,0.0,0.0,1.0,-2.0,-22.753674,-6.4235044,3.698373,-5.745186,6.4441457,0.87190384,-0.90705866,-8.208028,76.03361,0.0,-30.894104,-6.855196,-941.9606,1.0,0.0,1323.0,3.1259396,25.0,-33.504494,-2.3660688,0.0,0.0,0.0,0.0,0.0,0.0,0.0
B104X8I_1_1.xml,B104X8I_1.xml,"(9,)",0.0,0.0,0.0,0.0,0.0,0.0,-1.8392061,-77.01623,0.0,-8.111837,-10.993372,0.0,0.0,0.0,-3.2686274,99.514755,0.0,0.0,0.0,0.0,0.0,1.0,16.0,-390.82187,-4.047046,-1.4583231,-4.9852543,3.6431274,1.0155554,-1.0608433,-12.201073,82.14064,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,20.669899,-51.618607,-2.3660688,0.0,0.0,0.0,0.0,0.0,-3.5168738,0.13977385
B104X8I_1_1.xml,B104X8I_1.xml,"(10,)",0.0,0.0,-7.157387,0.0,0.0,0.0,1.6027602,230.05727,0.0,0.0,0.0,0.0,0.0,0.0,-3.2686274,228.9859,0.0,0.0,0.0,0.0,0.0,0.0,5.5,257.27365,9.077155,6.2014747,3.575842,-9.224438,-9.961798,9.927609,3.8852792,-325.8891,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,-1.8248184,-26.99709,-2.3660688,0.0,0.0,-7.157387,0.0,0.0,0.0,0.0
B104X8I_1_1.xml,B104X8I_1.xml,"(11,)",-1.8376733,-0.87389195,-4.9023256,0.0,0.0,0.0,-2.9145846,74.23345,-14.466319,-0.12307718,-7.9887605,0.0,0.0,0.0,-3.5730715,5.2478304,0.0,0.0,0.0,0.0,0.0,0.0,12.0,246.19122,-4.585822,0.54727423,-10.092342,4.4444594,1.3310764,-1.3227707,-12.772056,112.28071,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,-3.0167868,57.17624,-9.755354,-1.8376733,-0.87389195,-4.9023256,0.0,0.0,0.0,0.0
B104X8I_1_1.xml,B104X8I_1.xml,"(12,)",0.0,-0.87389195,-4.9023256,3.3309186,4.020525,12.609334,0.0,489.8919,0.0,0.0,0.0,0.0,0.0,0.0,-1.7557523,-201.17978,0.0,0.0,0.0,0.0,1.0,1.0,12.0,107.097565,-9.400273,-0.6009832,-8.229409,8.778378,1.4028821,4.185248,-3.9664125,322.83078,-46.613926,-0.922261,-2.5135381,754.0694,1.0,0.0,1113.0,15.233233,16.155495,3.5057194,-2.3660688,0.0,-0.87389195,-4.9023256,0.0,0.0,0.0,0.0
B108X6I_1_1.xml,B108X6I_1.xml,"(0,)",0.0,0.0,0.0,35.677357,32.427223,29.81494,13.339085,1073.972,0.0,0.0,0.0,0.0,0.0,0.0,-7.418704,-76.67463,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,-301.66702,-2.7331936,2.8256342,2.3224401,24.25872,7.4698,0.7675232,7.7527337,270.6229,0.0,66.597084,-4.095946,1964.588,-1.0,2.0,2605.5,62.962772,37.161808,-12.972005,0.06506015,0.0,0.0,0.0,0.0,0.0,0.0,0.15335971
B108X6I_1_1.xml,B108X6I_1.xml,"(1,)",0.0,0.0,0.0,20.87625,7.6972156,9.774345,7.1636443,275.95078,0.0,0.0,0.0,0.0,0.0,0.0,2.9735734,-142.67378,-1.0,0.0,0.0,0.0,0.0,0.0,-5.0,-112.93173,-2.6813588,-0.06908142,-6.235616,7.320918,7.2529535,6.655168,2.9579914,294.19174,-36.4191,0.0,-9.257,436.72418,1.0,0.0,1236.0,19.741867,38.587563,-12.020681,0.06506015,0.0,0.0,0.0,0.0,0.0,0.0,-0.02614369
B108X6I_1_1.xml,B108X6I_1.xml,"(2,)",0.0,0.0,0.0,0.0,7.6972156,7.1038914,4.2817736,99.35389,0.0,0.0,0.0,2.6248229,3.9499784,0.48645237,4.102264,130.98781,-1.0,0.0,0.0,0.0,0.0,0.0,-5.0,-112.93173,-4.8334284,-3.3566687,-3.05191,5.8103323,6.0173798,1.417613,1.1884526,192.66533,0.0,0.0,0.0,-180.03967,0.0,1.0,1943.0,19.613398,30.232433,-13.750927,-2.499592,0.0,0.0,0.0,0.0,0.0,0.0,0.23225407
B108X6I_1_1.xml,B108X6I_1.xml,"(3,)",0.0,0.0,0.0,0.0,0.0,7.1038914,-0.57700264,75.65656,0.0,-4.8907013,-2.6832995,2.6248229,3.9499784,0.48645237,-4.2545457,-13.768817,0.0,0.0,0.0,0.0,0.0,1.0,-5.0,-26.814085,-0.466782,1.6395997,-5.579892,5.5184026,5.347898,1.3441832,4.842735,103.5663,-27.895517,0.0,-21.421892,444.53906,1.0,0.0,766.5,3.9356682,28.232864,-30.670992,0.06506015,0.0,0.0,0.0,0.0,0.0,-10.354698,-0.16923481
B108X6I_1_1.xml,B108X6I_1.xml,"(4,)",0.0,0.0,0.0,0.0,0.0,0.0,-1.6868562,84.00985,0.0,-4.8907013,-2.6832995,0.0,0.0,0.0,2.9735734,-51.75309,0.0,0.0,0.0,0.0,2.0,1.0,-5.0,-13.397131,-3.0552824,-1.6809145,-3.1828737,5.0063643,5.099626,2.1408656,2.9481187,84.175095,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,3.1067722,-48.934547,-5.677574,0.0,0.0,0.0,0.0,-2.7741182,-12.979674,-0.35285842
B108X6I_1_1.xml,B108X6I_1.xml,"(5,)",0.0,0.0,-3.6055512,0.0,0.0,0.0,-1.6868562,33.064907,0.0,0.0,-2.6832995,0.0,0.0,0.0,-0.018826293,-52.754776,0.0,0.0,0.0,0.0,0.0,0.0,-5.0,45.04037,-1.6327122,-0.732287,-2.2817967,3.3843298,3.423498,3.406114,-2.8081975,36.876842,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.32070205,2.558748,-5.677574,0.0,0.0,-3.6055512,0.0,0.0,-2.7296343,-0.23537561
B108X6I_1_1.xml,B108X6I_1.xml,"(6,)",0.0,0.0,0.0,0.0,0.0,0.0,-1.2686273,-302.67136,0.0,0.0,0.0,0.0,9.536093,11.007179,0.16541812,153.73924,0.0,0.0,0.0,0.0,2.0,1.0,-3.0,68.31373,-1.6976373,-3.4694347,-2.8817403,-0.064471535,0.060655247,0.5177556,-6.413204,44.111862,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,-0.980156,-34.44977,-3.1779823,0.0,0.0,0.0,-3.7345688,0.0,-9.030779,-0.23087665
B108X6I_1_1.xml,B108X6I_1.xml,"(7,)",0.0,0.0,-3.6055512,0.0,0.0,0.0,-1.6868562,13.32415,0.0,0.0,0.0,0.0,0.0,0.0,0.091056466,-1.3185377,0.0,0.0,0.0,0.0,0.0,0.0,-3.0,82.544914,-0.8729365,-0.13918954,-2.0849664,2.7386312,2.7386713,2.610935,-3.237182,50.216663,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,6.1789126,15.148169,-2.9869187,0.0,0.0,-3.6055512,0.0,0.0,0.0,-0.15731859
B108X6I_1_1.xml,B108X6I_1.xml,"(8,)",0.0,0.0,0.0,0.0,0.0,0.0,-1.6868562,6.1686115,0.0,0.0,0.0,0.0,0.0,0.0,-0.5073511,91.81619,0.0,0.0,-1.0,0.0,0.0,0.0,-3.0,82.16494,0.13118647,1.136489,-3.2383895,3.1829786,3.0827382,2.577066,-2.3949332,17.151842,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,10.109021,-24.123806,-2.6690817,0.0,0.0,0.0,0.0,0.0,-10.354698,-0.06836554
B108X6I_1_1.xml,B108X6I_1.xml,"(9,)",-6.6123343,-0.52976114,-3.6055512,0.0,0.0,0.0,-1.3149947,-95.02077,0.0,0.0,0.0,0.0,3.9499784,0.48645237,-0.018826293,24.185402,0.0,0.0,0.0,0.0,0.0,0.0,-3.0,67.294914,0.8484983,1.2917153,-6.1898737,1.5328888,1.432712,1.0061517,-3.9421723,57.50451,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.57896537,26.057856,-2.499592,-6.6123343,-0.52976114,-3.6055512,0.0,0.0,-3.493598,-0.2253592
B108X6I_1_1.xml,B108X6I_1.xml,"(10,)",0.0,0.0,0.0,0.0,0.0,0.0,-1.2003727,-248.18794,0.0,0.0,0.0,0.0,0.0,0.0,-1.0998354,44.89894,0.0,0.0,0.0,0.0,0.0,0.0,-3.0,79.7575,-18.27136,-4.257474,-3.7793188,0.12302319,0.17270438,0.34594563,-5.899918,183.69159,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,4.210277,-23.592587,-2.499592,0.0,0.0,0.0,0.0,0.0,-12.952408,-0.47687176
B108X6I_1_1.xml,B108X6I_1.xml,"(11,)",0.0,-0.52976114,-3.6055512,0.0,0.0,0.0,-0.62337005,-231.28375,-2.6114118,-4.8907013,-2.6832995,0.0,0.0,0.0,0.8403611,51.23008,0.0,0.0,0.0,0.0,0.0,0.0,-3.0,31.949755,2.0850968,2.4683502,-2.4654324,1.1241428,0.9360673,0.22278157,-3.975237,-30.481647,0.0,-8.234681,-4.095946,-2172.5916,1.0,0.0,453.5,0.17490104,13.892444,9.661377,-2.499592,0.0,-0.52976114,-3.6055512,0.0,0.0,0.0,-0.24479786
B108X6I_1_1.xml,B108X6I_1.xml,"(12,)",0.0,0.0,0.0,0.0,0.0,0.0,-1.3149947,-338.8412,0.0,0.0,-2.6832995,0.0,0.0,0.0,-4.2545457,-30.275507,0.0,0.0,0.0,0.0,3.0,2.0,19.0,264.26117,-3.6874473,-3.2321815,1.043621,0.93910885,1.1917315,2.07991,-6.0840273,-49.499214,0.0,38.09482,0.0,996.789,0.0,1.0,3069.0,4.8631396,35.805027,-13.626602,0.06506015,0.0,0.0,0.0,0.0,0.0,0.0,0.23458886
B108X6I_1_1.xml,B108X6I_1.xml,"(13,)",-7.142095,-4.1353126,-6.601591,0.0,0.0,0.0,-1.3149947,-124.529854,0.0,0.0,0.0,0.0,0.0,0.48645237,3.5817976,126.8653,0.0,0.0,0.0,0.0,2.0,6.0,15.0,310.0674,1.269876,1.7155793,-2.2210941,1.4601241,1.3281072,0.793484,-3.881173,26.986702,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.14875783,44.558624,-2.499592,-7.142095,-4.1353126,-6.601591,0.0,0.0,0.0,0.27457514
B108X6I_1_1.xml,B108X6I_1.xml,"(14,)",0.0,0.0,0.0,0.0,0.0,0.0,11.484666,393.8632,0.0,0.0,0.0,0.0,0.0,0.0,-2.5046086,-72.4288,0.0,0.0,0.0,0.0,0.0,0.0,15.0,-90.881775,-1.026544,1.0670608,3.6530569,-8.78265,9.247524,2.8515906,8.162786,-96.210785,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.2151567,-74.27588,-2.434532,0.0,0.0,0.0,0.0,-9.470796,-12.979674,0.085597046
B108X6I_1_1.xml,B108X6I_1.xml,"(15,)",0.0,0.0,0.0,0.0,0.0,0.0,9.613045,-445.5902,-2.6114118,-4.8907013,-2.6832995,0.0,0.0,0.0,-0.5073511,63.299084,0.0,0.0,0.0,0.0,0.0,0.0,15.0,-72.95184,-1.3419069,-0.56527936,2.816707,-4.16505,-4.057387,-3.4843538,5.420282,-281.9982,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0395725,-401.4873,0.06506015,0.0,0.0,0.0,-52.987694,12.979674,0.37026012,-0.12393343
B108X6I_1_1.xml,B108X6I_1.xml,"(16,)",0.0,0.0,0.0,0.0,0.0,0.0,11.484666,-35.53175,0.0,0.0,0.0,0.0,0.0,0.0,-0.5073511,-30.497118,0.0,0.0,0.0,0.0,0.0,0.0,15.0,-107.40081,-0.7925582,0.4572105,3.565532,-7.076206,-7.06032,-6.696066,7.3148766,-269.5348,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.10680089,-153.75836,-2.434532,0.0,0.0,0.0,-15.697743,-15.0013,0.0,-0.09108225
B108X6I_1_1.xml,B108X6I_1.xml,"(17,)",0.0,0.0,0.0,0.0,0.0,0.0,11.484666,49.68482,0.0,0.0,0.0,0.0,0.0,0.0,0.8403611,-135.9663,0.0,0.0,0.0,0.0,0.0,0.0,15.0,-77.72347,1.4101926,1.3761238,3.2113495,-7.3277473,-7.4950304,4.289479,9.893494,-207.78609,1.4257544,0.0,0.0,-926.3373,0.0,1.0,2881.5,10.075921,41.677334,-9.032564,0.06506015,0.0,0.0,0.0,0.0,0.0,0.0,-0.07748209
